1.00  -120.69191309
1.50  -123.68643845
2.00  -124.13600119
2.50  -124.29389265
3.00  -124.35484913
3.50  -124.36818153
4.00  -124.36572622
4.50  -124.36208816
5.00  -124.35956791
5.50  -124.35792833
6.00  -124.35684869
6.50  -124.35613651
